336
0,1.043478,4.800000,78 
1,1.155556,3.466667,82 
2,1.200000,3.000000,84 
3,1.266667,2.850000,88 
4,1.295455,2.590909,86 
5,1.386364,2.440000,90 
6,1.452381,2.259259,89 
7,1.536585,2.172414,90 
8,1.609756,2.062500,95 
9,1.692308,2.000000,93 
10,1.789474,1.942857,93 
11,1.864865,1.864865,95 
12,1.918919,1.775000,96 
13,2.057143,1.714286,96 
14,2.176471,1.681818,97 
15,2.264706,1.638298,100
16,1.060976,4.578948,141
17,1.120482,3.875000,148
18,1.142857,3.555556,152
19,1.160920,3.366667,159
20,1.206897,3.181818,163
21,1.229885,2.972222,166
22,1.264368,2.894737,168
23,1.284091,2.756098,173
24,1.306818,2.674419,174
25,1.356322,2.565217,177
26,1.379310,2.448980,178
27,1.435294,2.392157,179
28,1.470588,2.358490,182
29,1.494118,2.309091,184
30,1.535714,2.224138,185
31,1.578313,2.183333,186
32,1.590361,2.129032,188
33,1.646341,2.109375,190
34,1.679012,2.029851,190
35,1.703704,2.000000,193
36,1.750000,1.944444,195
37,1.762500,1.931507,196
38,1.810127,1.881579,197
39,1.846154,1.846154,197
40,1.883117,1.812500,197
41,1.934211,1.792683,199
42,2.000000,1.761905,199
43,2.041096,1.732558,199
44,2.083333,1.704545,200
45,2.157143,1.677778,200
46,2.188406,1.641304,199
47,2.250000,1.627660,200
48,1.089552,4.562500,234
49,1.125926,4.108108,241
50,1.134752,3.902439,253
51,1.154930,3.727273,258
52,1.153846,3.510638,260
53,1.181818,3.448980,263
54,1.201389,3.326923,268
55,1.220690,3.218182,273
56,1.232877,3.157895,277
57,1.251701,3.066667,281
58,1.265306,2.952381,284
59,1.285714,2.907692,286
60,1.291391,2.826087,296
61,1.309211,2.763889,300
62,1.328947,2.693333,304
63,1.353333,2.636364,303
64,1.373333,2.607595,305
65,1.384106,2.548780,310
66,1.403973,2.523809,312
67,1.384615,2.454545,321
68,1.431373,2.433333,322
69,1.447368,2.417583,322
70,1.467105,2.372340,325
71,1.480263,2.343750,327
72,1.500000,2.326531,330
73,1.503268,2.300000,333
74,1.516340,2.274510,334
75,1.525974,2.259615,338
76,1.549020,2.235849,340
77,1.548387,2.181818,345
78,1.575163,2.171171,344
79,1.590909,2.149123,349
80,1.601307,2.130435,348
81,1.614379,2.111111,351
82,1.627451,2.092437,352
83,1.651316,2.074380,353
84,1.657895,2.048780,355
85,1.680000,2.032258,353
86,1.695364,2.015748,358
87,1.713333,1.992248,359
88,1.726667,1.977099,360
89,1.743243,1.954545,359
90,1.763514,1.947761,362
91,1.770270,1.926471,363
92,1.783784,1.913043,364
93,1.815068,1.892857,364
94,1.821918,1.886525,366
95,1.834483,1.860140,366
96,1.860140,1.847222,364
97,1.886525,1.821918,363
98,1.899281,1.820690,359
99,1.920863,1.804054,362
100,1.942029,1.786667,363
101,1.956522,1.776316,364
102,1.992647,1.771242,364
103,2.007407,1.748387,364
104,2.037594,1.737180,363
105,2.069231,1.724359,359
106,2.085271,1.702532,358
107,2.125000,1.689441,360
108,2.141732,1.679012,360
109,2.177419,1.666667,356
110,2.204918,1.650307,353
111,2.231405,1.626506,355
112,1.132916,4.393745,264
113,1.157895,4.093023,275
114,1.181818,3.872340,282
115,1.168750,3.740000,292
116,1.193750,3.673077,296
117,1.192982,3.578947,316
118,1.216867,3.423729,311
119,1.233533,3.322581,316
120,1.227273,3.272727,332
121,1.254438,3.164179,323
122,1.252809,3.140845,341
123,1.280702,3.041667,332
124,1.293103,3.000000,340
125,1.301136,2.935897,345
126,1.290323,2.891566,363
127,1.311828,2.870588,367
128,1.335165,2.793103,363
129,1.342391,2.744444,368
130,1.349462,2.698925,374
131,1.375000,2.663158,375
132,1.354167,2.626263,388
133,1.384210,2.603961,389
134,1.382653,2.580952,401
135,1.419276,2.528333,389
136,1.419689,2.513762,403
137,1.427835,2.473214,407
138,1.441026,2.464912,411
139,1.448980,2.448276,415
140,1.456853,2.411765,419
141,1.474490,2.388430,421
142,1.472362,2.382114,426
143,1.480000,2.349206,430
144,1.490000,2.346457,432
145,1.502488,2.323077,437
146,1.504951,2.303030,440
147,1.512315,2.291045,442
148,1.527094,2.279412,447
149,1.542714,2.274074,440
150,1.538835,2.264286,455
151,1.548544,2.246479,458
152,1.556098,2.230769,456
153,1.556098,2.200000,458
154,1.572816,2.204082,462
155,1.572115,2.165563,467
156,1.592233,2.186667,466
157,1.600962,2.162338,473
158,1.605769,2.154839,474
159,1.624880,2.128436,471
160,1.622010,2.118750,479
161,1.634615,2.111801,479
162,1.642512,2.098765,479
163,1.645631,2.092592,478
164,1.660194,2.072727,481
165,1.663462,2.071856,486
166,1.677885,2.052941,489
167,1.684211,2.034682,493
168,1.695652,2.028902,490
169,1.703884,2.028902,490
170,1.715686,2.023121,488
171,1.717073,1.988701,490
172,1.733010,1.994413,496
173,1.740196,1.983240,493
174,1.745098,1.966851,495
175,1.762376,1.966851,493
176,1.758621,1.961538,495
177,1.777228,1.940541,496
178,1.785000,1.940217,493
179,1.787129,1.930481,499
180,1.803030,1.919355,492
181,1.806122,1.913514,488
182,1.821429,1.898936,490
183,1.827708,1.888044,501
184,1.838384,1.857143,500
185,1.851282,1.870466,493
186,1.864583,1.864583,489
187,1.878947,1.849741,486
188,1.885417,1.837563,493
189,1.900000,1.832487,490
190,1.915789,1.820000,493
191,1.920213,1.814070,489
192,1.945946,1.809045,486
193,1.956284,1.798995,484
194,1.967391,1.783251,488
195,1.988950,1.782178,484
196,2.011173,1.764706,482
197,2.017241,1.763819,470
198,2.034286,1.745098,477
199,2.057143,1.730769,481
200,2.069767,1.728155,474
201,2.094675,1.710145,470
202,2.112426,1.708134,473
203,2.128049,1.702439,462
204,2.159509,1.676190,464
205,2.180124,1.671429,462
206,2.220126,1.649533,463
207,2.242182,1.628374,455
208,1.162338,4.365854,278
209,1.191489,3.906977,260
210,1.227941,3.711111,255
211,1.234483,3.653061,273
212,1.255319,3.470588,268
213,1.256579,3.410714,290
214,1.270968,3.338983,299
215,1.278481,3.258065,305
216,1.300000,3.200000,312
217,1.306749,3.132353,319
218,1.317365,3.055556,329
219,1.298913,3.103896,360
220,1.335294,2.948052,338
221,1.315789,3.012048,375
222,1.357955,2.879518,355
223,1.361111,2.816092,363
224,1.384181,2.752809,362
225,1.382514,2.750000,374
226,1.379679,2.715790,382
227,1.366337,2.760000,410
228,1.405263,2.670000,392
229,1.417526,2.644231,403
230,1.376190,2.651376,429
231,1.416244,2.559633,410
232,1.427835,2.541284,405
233,1.410377,2.577586,440
234,1.427885,2.495798,436
235,1.416290,2.524194,460
236,1.452381,2.459677,445
237,1.438914,2.484375,466
238,1.473934,2.429688,452
239,1.481308,2.419847,459
240,1.455752,2.437037,479
241,1.488479,2.392593,467
242,1.502283,2.384058,475
243,1.480349,2.387324,492
244,1.511312,2.352113,481
245,1.511211,2.340278,486
246,1.517857,2.328767,489
247,1.528634,2.313333,499
248,1.526087,2.294118,505
249,1.534783,2.277419,507
250,1.529661,2.299363,519
251,1.549784,2.280255,512
252,1.531120,2.263804,530
253,1.560345,2.262500,516
254,1.567797,2.242424,527
255,1.569620,2.240964,530
256,1.575630,2.232143,534
257,1.584746,2.226191,532
258,1.581590,2.210526,538
259,1.585062,2.208092,544
260,1.590909,2.212644,547
261,1.592593,2.198864,549
262,1.602459,2.196629,555
263,1.608163,2.188889,558
264,1.609756,2.175824,560
265,1.611336,2.163043,563
266,1.623482,2.155914,567
267,1.625000,2.155080,570
268,1.626506,2.142857,573
269,1.634538,2.130890,574
270,1.630952,2.118557,581
271,1.632411,2.107143,584
272,1.644000,2.118557,579
273,1.645418,2.107143,582
274,1.656000,2.112245,582
275,1.654902,2.089109,593
276,1.668000,2.085000,585
277,1.674699,2.085000,585
278,1.680000,2.079208,588
279,1.682731,2.074257,586
280,1.689516,2.064039,586
281,1.696000,2.058252,592
282,1.696000,2.048309,592
283,1.701195,2.043062,596
284,1.706827,2.033493,593
285,1.714286,2.038835,585
286,1.718876,2.018868,596
287,1.726908,2.018779,597
288,1.733871,2.018779,597
289,1.733871,2.000000,597
290,1.746032,1.981982,611
291,1.746988,1.986301,603
292,1.757085,1.981735,601
293,1.754032,1.977273,603
294,1.767347,1.968182,599
295,1.776423,1.968468,603
296,1.772358,1.955157,603
297,1.782787,1.950673,600
298,1.787755,1.946667,604
299,1.790123,1.933333,600
300,1.808163,1.917749,610
301,1.804167,1.924444,596
302,1.811715,1.915929,595
303,1.809917,1.912664,603
304,1.824268,1.903930,599
305,1.835443,1.899563,596
306,1.842553,1.890830,593
307,1.850427,1.882609,592
308,1.851064,1.875000,595
309,1.866379,1.874459,590
310,1.870130,1.862069,589
311,1.881057,1.864629,581
312,1.885463,1.852814,582
313,1.902222,1.844828,581
314,1.906250,1.832618,579
315,1.923423,1.832618,578
316,1.932127,1.824786,578
317,1.941176,1.810127,579
318,1.949772,1.809322,577
319,1.967593,1.800847,573
320,1.966825,1.796537,559
321,1.990566,1.788136,567
322,2.004785,1.767933,562
323,2.019324,1.763713,560
324,2.037383,1.737052,584
325,2.043689,1.746888,562
326,2.059701,1.739496,552
327,2.072165,1.732759,536
328,2.091837,1.722689,545
329,2.108808,1.710084,540
330,2.125000,1.700000,540
331,2.142857,1.687500,536
332,2.171123,1.677686,536
333,2.184783,1.661157,529
334,2.205555,1.661088,522
335,2.229947,1.648221,547
